detection_model,metric,dataset,correlation,pvalue,significant
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,abstracts,-0.047060780291765594,0.45701880334820905,False
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,news,0.045421667737655116,0.47286063394669736,False
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,reviews,0.20755704402576308,0.000917563142786068,True
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,qa,0.25508388863436543,4.182111606717267e-05,True
microsoft/deberta-v3-small,L_ADV_POSITIVE,abstracts,-0.03860070751691903,0.5418961658052949,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,news,0.006747171840618257,0.9151247732569165,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,reviews,0.12061564198897635,0.055852937503109316,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,qa,-0.1630933375031469,0.00949926901082663,True
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,abstracts,-0.05770258471738612,0.3616600839957708,False
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,news,-0.00577733407279462,0.9272882792381703,False
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,reviews,0.12633705061033465,0.0451126336294752,True
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,qa,-0.18117154796546509,0.003906334145043053,True
microsoft/deberta-v3-small,L_ADV_SUPERLATIVE,abstracts,-0.04966739224716095,0.43244762047154695,False
microsoft/deberta-v3-small,L_ADV_SUPERLATIVE,news,-0.007053039007258342,0.9112926086106787,False
microsoft/deberta-v3-small,L_ADV_SUPERLATIVE,reviews,0.1303187294515817,0.03870735122279839,True
microsoft/deberta-v3-small,L_ADV_SUPERLATIVE,qa,-0.16883870124595088,0.007226596712942454,True
microsoft/deberta-v3-small,ST_REPETITIONS_WORDS,abstracts,0.05922299810769138,0.34912699411056436,False
microsoft/deberta-v3-small,ST_REPETITIONS_WORDS,news,0.11015299291268307,0.08094211935718507,False
microsoft/deberta-v3-small,ST_REPETITIONS_WORDS,reviews,-0.1811232748254641,0.003916048191334807,True
microsoft/deberta-v3-small,ST_REPETITIONS_WORDS,qa,0.013827859269205212,0.8270944281801871,False
microsoft/deberta-v3-small,ST_REPETITIONS_SENT,abstracts,,,False
microsoft/deberta-v3-small,ST_REPETITIONS_SENT,news,,,False
microsoft/deberta-v3-small,ST_REPETITIONS_SENT,reviews,,,False
microsoft/deberta-v3-small,ST_REPETITIONS_SENT,qa,,,False
microsoft/deberta-v3-small,L_I_PRON,abstracts,-0.10821830129218346,0.0864534999618828,False
microsoft/deberta-v3-small,L_I_PRON,news,0.16349193569351017,0.00932324415738326,True
microsoft/deberta-v3-small,L_I_PRON,reviews,-0.010357654881167529,0.8700384819166038,False
microsoft/deberta-v3-small,L_I_PRON,qa,0.08008474124685969,0.20514765584752806,False
microsoft/deberta-v3-small,L_HE_PRON,abstracts,-0.02566340729993951,0.6851575539050431,False
microsoft/deberta-v3-small,L_HE_PRON,news,0.1675095343520622,0.007704199292029596,True
microsoft/deberta-v3-small,L_HE_PRON,reviews,0.2572060474710184,3.589068825836286e-05,True
microsoft/deberta-v3-small,L_HE_PRON,qa,0.016559238193786564,0.7936446547446971,False
microsoft/deberta-v3-small,L_SHE_PRON,abstracts,0.0555006665465557,0.38030093521321373,False
microsoft/deberta-v3-small,L_SHE_PRON,news,0.17931818889336756,0.0042953146589455645,True
microsoft/deberta-v3-small,L_SHE_PRON,reviews,0.27662209634145213,8.323958334862943e-06,True
microsoft/deberta-v3-small,L_SHE_PRON,qa,0.04111979744242432,0.5158303678285633,False
microsoft/deberta-v3-small,L_IT_PRON,abstracts,-0.10531631457718982,0.0952809845293772,False
microsoft/deberta-v3-small,L_IT_PRON,news,0.04460197451422391,0.4808941613414068,False
microsoft/deberta-v3-small,L_IT_PRON,reviews,-0.06053213706700272,0.3385579670351929,False
microsoft/deberta-v3-small,L_IT_PRON,qa,-0.19925713021452568,0.0014761874147952157,True
microsoft/deberta-v3-small,L_YOU_PRON,abstracts,-0.11490522644009807,0.06860207670261574,False
microsoft/deberta-v3-small,L_YOU_PRON,news,-0.021277396186683083,0.7367751150923906,False
microsoft/deberta-v3-small,L_YOU_PRON,reviews,0.13417735249810203,0.033250422775183565,True
microsoft/deberta-v3-small,L_YOU_PRON,qa,-0.07080457575201865,0.2627965745601398,False
microsoft/deberta-v3-small,L_WE_PRON,abstracts,0.014711604924436263,0.8162343516581668,False
microsoft/deberta-v3-small,L_WE_PRON,news,0.07608649965223682,0.2287534162990466,False
microsoft/deberta-v3-small,L_WE_PRON,reviews,0.1665671475768716,0.008059655929145895,True
microsoft/deberta-v3-small,L_WE_PRON,qa,-0.1778092813248492,0.004637415890433028,True
microsoft/deberta-v3-small,L_THEY_PRON,abstracts,-0.10390029770041849,0.09984145069461647,False
microsoft/deberta-v3-small,L_THEY_PRON,news,0.07063792966664534,0.2639244262252527,False
microsoft/deberta-v3-small,L_THEY_PRON,reviews,0.06850759830357533,0.2786349446220651,False
microsoft/deberta-v3-small,L_THEY_PRON,qa,-0.09161311195169537,0.14702117936612666,False
microsoft/deberta-v3-small,L_ME_PRON,abstracts,-0.0994316324508327,0.11537537407211042,False
microsoft/deberta-v3-small,L_ME_PRON,news,0.05159845599871973,0.4147454050973125,False
microsoft/deberta-v3-small,L_ME_PRON,reviews,-0.08323817475375744,0.18781099715879804,False
microsoft/deberta-v3-small,L_ME_PRON,qa,-0.07232345682531528,0.2526692921308347,False
microsoft/deberta-v3-small,L_YOU_OBJ_PRON,abstracts,-0.12944004731550843,0.040050580676275316,True
microsoft/deberta-v3-small,L_YOU_OBJ_PRON,news,0.07708174978539818,0.2227051871819627,False
microsoft/deberta-v3-small,L_YOU_OBJ_PRON,reviews,0.1029970858980608,0.1028396176968263,False
microsoft/deberta-v3-small,L_YOU_OBJ_PRON,qa,-0.12433857958224241,0.04864862817756271,True
microsoft/deberta-v3-small,L_HIM_PRON,abstracts,-0.04054848402609445,0.5216847253742399,False
microsoft/deberta-v3-small,L_HIM_PRON,news,0.1287368723005137,0.04115363290332903,True
microsoft/deberta-v3-small,L_HIM_PRON,reviews,0.20172546523404397,0.001283993761062775,True
microsoft/deberta-v3-small,L_HIM_PRON,qa,-0.02924162995921189,0.6440903107996636,False
microsoft/deberta-v3-small,L_HER_OBJECT_PRON,abstracts,-0.08565774170680451,0.1752561676380789,False
microsoft/deberta-v3-small,L_HER_OBJECT_PRON,news,0.13387557779004136,0.03365222141429658,True
microsoft/deberta-v3-small,L_HER_OBJECT_PRON,reviews,0.1745790434463837,0.005453480321648788,True
microsoft/deberta-v3-small,L_HER_OBJECT_PRON,qa,-0.05125449112806156,0.417867012085792,False
microsoft/deberta-v3-small,L_IT_OBJECT_PRON,abstracts,-0.07130120569908974,0.2594550457440467,False
microsoft/deberta-v3-small,L_IT_OBJECT_PRON,news,0.11310644922976065,0.0730787834467693,False
microsoft/deberta-v3-small,L_IT_OBJECT_PRON,reviews,0.13233575067560527,0.03576727010069598,True
microsoft/deberta-v3-small,L_IT_OBJECT_PRON,qa,-0.09819514271757189,0.11999143658273574,False
microsoft/deberta-v3-small,L_US_PRON,abstracts,-0.05840450676430206,0.3558395444454754,False
microsoft/deberta-v3-small,L_US_PRON,news,0.043427501555795556,0.49253236732271377,False
microsoft/deberta-v3-small,L_US_PRON,reviews,0.13407252918186785,0.033389525025463884,True
microsoft/deberta-v3-small,L_US_PRON,qa,-0.16193052984940653,0.01002972438688223,True
microsoft/deberta-v3-small,L_THEM_PRON,abstracts,-0.1228866959106858,0.05136014390321983,False
microsoft/deberta-v3-small,L_THEM_PRON,news,0.058001661634555036,0.35917283629622393,False
microsoft/deberta-v3-small,L_THEM_PRON,reviews,-0.017796658320781922,0.7786100046319184,False
microsoft/deberta-v3-small,L_THEM_PRON,qa,-0.1495451574122323,0.017523920054975408,True
microsoft/deberta-v3-small,L_MY_PRON,abstracts,-0.09203515516601822,0.145159770609627,False
microsoft/deberta-v3-small,L_MY_PRON,news,0.18666042607622696,0.002933727400223797,True
microsoft/deberta-v3-small,L_MY_PRON,reviews,0.0435920123738173,0.49089319199931886,False
microsoft/deberta-v3-small,L_MY_PRON,qa,0.1929034666282794,0.002098223627841852,True
microsoft/deberta-v3-small,L_YOUR_PRON,abstracts,-0.09830767390426808,0.11956547865421088,False
microsoft/deberta-v3-small,L_YOUR_PRON,news,0.015199310216314287,0.8102559385278068,False
microsoft/deberta-v3-small,L_YOUR_PRON,reviews,0.08747997968084756,0.16621979540431178,False
microsoft/deberta-v3-small,L_YOUR_PRON,qa,-0.05845956659984503,0.3553854697809873,False
microsoft/deberta-v3-small,L_HIS_PRON,abstracts,-0.1045753075776476,0.09764636367258661,False
microsoft/deberta-v3-small,L_HIS_PRON,news,-0.030721174111436954,0.6274114230197171,False
microsoft/deberta-v3-small,L_HIS_PRON,reviews,0.24493387218362808,8.534051542949224e-05,True
microsoft/deberta-v3-small,L_HIS_PRON,qa,-0.055335641766379076,0.3817212352071149,False
microsoft/deberta-v3-small,L_HER_PRON,abstracts,-0.00877566130619064,0.8897509339531641,False
microsoft/deberta-v3-small,L_HER_PRON,news,0.009189884695021138,0.8845824390905931,False
microsoft/deberta-v3-small,L_HER_PRON,reviews,0.24117434273940225,0.00011030865690196891,True
microsoft/deberta-v3-small,L_HER_PRON,qa,-0.039617750893144246,0.5312943523622387,False
microsoft/deberta-v3-small,L_ITS_PRON,abstracts,-0.04161124236308564,0.510821683136466,False
microsoft/deberta-v3-small,L_ITS_PRON,news,-0.032778561417616224,0.6045310076588707,False
microsoft/deberta-v3-small,L_ITS_PRON,reviews,-0.2114012739591894,0.000731589688583388,True
microsoft/deberta-v3-small,L_ITS_PRON,qa,-0.11025010195487966,0.0806731354090488,False
microsoft/deberta-v3-small,L_OUR_PRON,abstracts,0.009141285492809695,0.8851885898766687,False
microsoft/deberta-v3-small,L_OUR_PRON,news,0.03849465122789559,0.5430077233036501,False
microsoft/deberta-v3-small,L_OUR_PRON,reviews,0.07548337895430494,0.2324747178404,False
microsoft/deberta-v3-small,L_OUR_PRON,qa,-0.22314469520853053,0.0003572297908576009,True
microsoft/deberta-v3-small,L_THEIR_PRON,abstracts,-0.015139062289135346,0.8109938848118924,False
microsoft/deberta-v3-small,L_THEIR_PRON,news,-0.030417490406586215,0.63081981155605,False
microsoft/deberta-v3-small,L_THEIR_PRON,reviews,-0.12106781835957371,0.05493334710142103,False
microsoft/deberta-v3-small,L_THEIR_PRON,qa,-0.14805769866293866,0.01869119426819827,True
microsoft/deberta-v3-small,L_YOURS_PRON,abstracts,,,False
microsoft/deberta-v3-small,L_YOURS_PRON,news,-0.05577621605026977,0.37793660047429223,False
microsoft/deberta-v3-small,L_YOURS_PRON,reviews,0.09614131680603666,0.12797491459174465,False
microsoft/deberta-v3-small,L_YOURS_PRON,qa,-0.11697357085319347,0.06373405343192444,False
microsoft/deberta-v3-small,L_THEIRS_PRON,abstracts,-0.09980868169090878,0.11399574183294112,False
microsoft/deberta-v3-small,L_THEIRS_PRON,news,-0.0497172873684338,0.4319848242170085,False
microsoft/deberta-v3-small,L_THEIRS_PRON,reviews,0.11900948977342526,0.05922297626502291,False
microsoft/deberta-v3-small,L_THEIRS_PRON,qa,-0.03386549887536822,0.5925953131478715,False
microsoft/deberta-v3-small,L_HERS_PRON,abstracts,,,False
microsoft/deberta-v3-small,L_HERS_PRON,news,-0.008585776042981198,0.8921218090339286,False
microsoft/deberta-v3-small,L_HERS_PRON,reviews,0.1786266550777213,0.004449171770978477,True
microsoft/deberta-v3-small,L_HERS_PRON,qa,0.05562016178570811,0.37927450671837326,False
microsoft/deberta-v3-small,L_OURS_PRON,abstracts,-0.041980888723511606,0.5070710547761106,False
microsoft/deberta-v3-small,L_OURS_PRON,news,0.01858298679383797,0.769098349106994,False
microsoft/deberta-v3-small,L_OURS_PRON,reviews,0.18497104670302855,0.003206660162002923,True
microsoft/deberta-v3-small,L_OURS_PRON,qa,-0.10778651373867269,0.0877237563835591,False
microsoft/deberta-v3-small,L_MYSELF_PRON,abstracts,-0.12005024243490009,0.05702068500401709,False
microsoft/deberta-v3-small,L_MYSELF_PRON,news,0.23145823300055846,0.00021016364904912648,True
microsoft/deberta-v3-small,L_MYSELF_PRON,reviews,-0.07313674178593257,0.24735920729445376,False
microsoft/deberta-v3-small,L_MYSELF_PRON,qa,-0.09926400126790723,0.11599291619909385,False
microsoft/deberta-v3-small,L_YOURSELF_PRON,abstracts,-0.09150892185233064,0.14748348689108245,False
microsoft/deberta-v3-small,L_YOURSELF_PRON,news,0.08507066658451512,0.17824366875217318,False
microsoft/deberta-v3-small,L_YOURSELF_PRON,reviews,0.10861598710060344,0.08529666813594866,False
microsoft/deberta-v3-small,L_YOURSELF_PRON,qa,-0.1966898028618767,0.0017037448860576464,True
microsoft/deberta-v3-small,L_HIMSELF_PRON,abstracts,-0.0621324112057453,0.32591895364902274,False
microsoft/deberta-v3-small,L_HIMSELF_PRON,news,-0.01023165198857923,0.871605769280355,False
microsoft/deberta-v3-small,L_HIMSELF_PRON,reviews,0.15377675806791444,0.01454373922428387,True
microsoft/deberta-v3-small,L_HIMSELF_PRON,qa,-0.10702225355516584,0.09000874728797206,False
microsoft/deberta-v3-small,L_HERSELF_PRON,abstracts,0.02187386312357909,0.7296795640150069,False
microsoft/deberta-v3-small,L_HERSELF_PRON,news,-0.039624295590234594,0.5312264695468069,False
microsoft/deberta-v3-small,L_HERSELF_PRON,reviews,0.051137094769301346,0.4189355677195301,False
