detection_model,metric,dataset,model,correlation,pvalue,significant
microsoft/deberta-v3-small,UNIQUE_WORDS,news,llama3.3,0.13624560519195283,0.4281690931129408,False
microsoft/deberta-v3-small,UNIQUE_WORDS,reviews,llama3.3,-0.13554347770028177,0.4305755532253578,False
microsoft/deberta-v3-small,UNIQUE_WORDS,qa,llama3.3,-0.4770872868737639,0.003260330718619781,True
microsoft/deberta-v3-small,UNIQUE_WORDS,abstracts,qwen72b,-0.04973048280368899,0.7733232725128706,False
microsoft/deberta-v3-small,UNIQUE_WORDS,news,qwen72b,0.26933633939692797,0.11217351125401234,False
microsoft/deberta-v3-small,UNIQUE_WORDS,reviews,qwen72b,0.056037232253211916,0.7454742241871685,False
microsoft/deberta-v3-small,UNIQUE_WORDS,qa,qwen72b,0.06466302619646744,0.7078997552680714,False
microsoft/deberta-v3-small,UNIQUE_WORDS,abstracts,qwen32b,-0.16612995052129814,0.3328681634699855,False
microsoft/deberta-v3-small,UNIQUE_WORDS,news,qwen32b,-0.22349172199889097,0.19010398650099214,False
microsoft/deberta-v3-small,UNIQUE_WORDS,reviews,qwen32b,-0.20904120918720745,0.22111988222632345,False
microsoft/deberta-v3-small,UNIQUE_WORDS,qa,qwen32b,0.34410781605534685,0.039877649553566895,True
microsoft/deberta-v3-small,UNIQUE_WORDS,abstracts,qwen14b,-0.20697402700547674,0.22582442205892322,False
microsoft/deberta-v3-small,UNIQUE_WORDS,news,qwen14b,0.14953822015477564,0.38404152797713154,False
microsoft/deberta-v3-small,UNIQUE_WORDS,reviews,qwen14b,-0.31316571862185916,0.06291798787249274,False
microsoft/deberta-v3-small,UNIQUE_WORDS,qa,qwen14b,-0.32320590125075765,0.05451051592013263,False
microsoft/deberta-v3-small,UNIQUE_WORDS,abstracts,solar,0.3403022568602874,0.042273633723472405,True
microsoft/deberta-v3-small,UNIQUE_WORDS,news,solar,0.3938433800591081,0.017472295380783452,True
microsoft/deberta-v3-small,UNIQUE_WORDS,reviews,solar,-0.12049297916721816,0.4839271242078153,False
microsoft/deberta-v3-small,UNIQUE_WORDS,qa,solar,-0.13214583503150118,0.4423259032966497,False
microsoft/deberta-v3-small,FLESCH,abstracts,mistral,-0.0037816102263104057,0.9825365405856064,False
microsoft/deberta-v3-small,FLESCH,news,mistral,0.05610226686791692,0.7451886287138489,False
microsoft/deberta-v3-small,FLESCH,reviews,mistral,-0.4001247182765988,0.015605967904093203,True
microsoft/deberta-v3-small,FLESCH,qa,mistral,-0.3593868926982822,0.03134036460572597,True
microsoft/deberta-v3-small,FLESCH,abstracts,deepseek,-0.26960579483503266,0.11180100179642628,False
microsoft/deberta-v3-small,FLESCH,news,deepseek,0.5890207427146635,0.0001572536084840154,True
microsoft/deberta-v3-small,FLESCH,reviews,deepseek,-0.2876758891056047,0.0888838093002711,False
microsoft/deberta-v3-small,FLESCH,qa,deepseek,0.06387126524946651,0.7113220777855079,False
microsoft/deberta-v3-small,FLESCH,abstracts,llama3.3,0.011804760624779542,0.9455220028790102,False
microsoft/deberta-v3-small,FLESCH,news,llama3.3,-0.08316265101092933,0.6296617947484283,False
microsoft/deberta-v3-small,FLESCH,reviews,llama3.3,0.619158265805311,5.67662941597269e-05,True
microsoft/deberta-v3-small,FLESCH,qa,llama3.3,0.29681697772834226,0.07876292677728275,False
microsoft/deberta-v3-small,FLESCH,abstracts,qwen72b,-0.039795893740456056,0.8177501030154198,False
microsoft/deberta-v3-small,FLESCH,news,qwen72b,0.5375670563166429,0.0007221465393922267,True
microsoft/deberta-v3-small,FLESCH,reviews,qwen72b,0.29395141762651833,0.08183422131825524,False
microsoft/deberta-v3-small,FLESCH,qa,qwen72b,0.04977036304085643,0.7731462517280264,False
microsoft/deberta-v3-small,FLESCH,abstracts,qwen32b,-0.13275025605234494,0.44022286799037774,False
microsoft/deberta-v3-small,FLESCH,news,qwen32b,-0.6684144592614469,8.38239379441234e-06,True
microsoft/deberta-v3-small,FLESCH,reviews,qwen32b,0.485505658706393,0.0026860512941587027,True
microsoft/deberta-v3-small,FLESCH,qa,qwen32b,-0.28224640889659003,0.09535210331827856,False
microsoft/deberta-v3-small,FLESCH,abstracts,qwen14b,-0.13056066402834246,0.4478673722400475,False
microsoft/deberta-v3-small,FLESCH,news,qwen14b,0.15728479911602042,0.35960199037939,False
microsoft/deberta-v3-small,FLESCH,reviews,qwen14b,0.5247231485621477,0.0010182848589073595,True
microsoft/deberta-v3-small,FLESCH,qa,qwen14b,0.2623409703779966,0.12217475977667923,False
microsoft/deberta-v3-small,FLESCH,abstracts,solar,-0.011083133260670716,0.9488477501310892,False
microsoft/deberta-v3-small,FLESCH,news,solar,0.38204097987713986,0.021485466380215142,True
microsoft/deberta-v3-small,FLESCH,reviews,solar,0.2677021419163904,0.11445276589934889,False
microsoft/deberta-v3-small,FLESCH,qa,solar,-0.13416555158013355,0.4353199548010714,False
microsoft/deberta-v3-small,GUNNING_FOG,abstracts,mistral,-0.17638616633073018,0.30344980184753567,False
microsoft/deberta-v3-small,GUNNING_FOG,news,mistral,-0.048088823657971284,0.7806199621435339,False
microsoft/deberta-v3-small,GUNNING_FOG,reviews,mistral,0.2789128024452781,0.09949821604876949,False
microsoft/deberta-v3-small,GUNNING_FOG,qa,mistral,0.3109724034150765,0.06488414932593871,False
microsoft/deberta-v3-small,GUNNING_FOG,abstracts,deepseek,0.2947155816330488,0.08100626965975094,False
microsoft/deberta-v3-small,GUNNING_FOG,news,deepseek,-0.5359613594160159,0.0007544109022238677,True
microsoft/deberta-v3-small,GUNNING_FOG,reviews,deepseek,0.1836279783255489,0.28370514916418055,False
microsoft/deberta-v3-small,GUNNING_FOG,qa,deepseek,-0.13151145262880737,0.44453907848148205,False
microsoft/deberta-v3-small,GUNNING_FOG,abstracts,llama3.3,-0.03669851268749285,0.8317235516098893,False
microsoft/deberta-v3-small,GUNNING_FOG,news,llama3.3,0.14907009563273857,0.385548817210287,False
microsoft/deberta-v3-small,GUNNING_FOG,reviews,llama3.3,-0.674875594077519,6.351725502138148e-06,True
microsoft/deberta-v3-small,GUNNING_FOG,qa,llama3.3,-0.2798345670191662,0.09833829623801223,False
microsoft/deberta-v3-small,GUNNING_FOG,abstracts,qwen72b,0.04627305746928437,0.7887120281663774,False
microsoft/deberta-v3-small,GUNNING_FOG,news,qwen72b,-0.5389641238995407,0.0006950758702202516,True
microsoft/deberta-v3-small,GUNNING_FOG,reviews,qwen72b,-0.29205459180726384,0.08391771346285978,False
microsoft/deberta-v3-small,GUNNING_FOG,qa,qwen72b,-0.05548081928464713,0.7479190394098737,False
microsoft/deberta-v3-small,GUNNING_FOG,abstracts,qwen32b,0.17481309969042227,0.30785124993773266,False
microsoft/deberta-v3-small,GUNNING_FOG,news,qwen32b,-0.2168806337782481,0.20389023569729625,False
microsoft/deberta-v3-small,GUNNING_FOG,reviews,qwen32b,-0.44150048799352004,0.0070266921313117325,True
microsoft/deberta-v3-small,GUNNING_FOG,qa,qwen32b,0.23005283051404557,0.17708364915665464,False
microsoft/deberta-v3-small,GUNNING_FOG,abstracts,qwen14b,0.17760887207939352,0.30005639732571165,False
microsoft/deberta-v3-small,GUNNING_FOG,news,qwen14b,-0.1563729904606769,0.3624291329816664,False
microsoft/deberta-v3-small,GUNNING_FOG,reviews,qwen14b,-0.5084194730798053,0.0015454841325945256,True
microsoft/deberta-v3-small,GUNNING_FOG,qa,qwen14b,-0.2509377249423373,0.13988272039719393,False
microsoft/deberta-v3-small,GUNNING_FOG,abstracts,solar,-0.01900113373928483,0.9124148566850367,False
microsoft/deberta-v3-small,GUNNING_FOG,news,solar,-0.32500933171183805,0.05309991317733532,False
microsoft/deberta-v3-small,GUNNING_FOG,reviews,solar,-0.33188257106585306,0.047988671134638686,True
microsoft/deberta-v3-small,GUNNING_FOG,qa,solar,0.1629195210143695,0.3424261362466383,False
microsoft/deberta-v3-small,AVG_SENT_LEN,abstracts,mistral,-0.318671494963133,0.05818931306516001,False
microsoft/deberta-v3-small,AVG_SENT_LEN,news,mistral,0.07055422503945176,0.6826162053826953,False
microsoft/deberta-v3-small,AVG_SENT_LEN,reviews,mistral,-0.38369583229451565,0.020880415654419116,True
microsoft/deberta-v3-small,AVG_SENT_LEN,qa,mistral,0.4585663240666429,0.004911055785305817,True
microsoft/deberta-v3-small,AVG_SENT_LEN,abstracts,deepseek,0.2483692339951234,0.14411907533076407,False
microsoft/deberta-v3-small,AVG_SENT_LEN,news,deepseek,-0.0018737563274966052,0.9913465035786554,False
microsoft/deberta-v3-small,AVG_SENT_LEN,reviews,deepseek,-0.02287749267913399,0.8946380124023345,False
microsoft/deberta-v3-small,AVG_SENT_LEN,qa,deepseek,-0.11773272363084439,0.4940695046660271,False
microsoft/deberta-v3-small,AVG_SENT_LEN,abstracts,llama3.3,0.07604661277982144,0.6593461530398009,False
microsoft/deberta-v3-small,AVG_SENT_LEN,news,llama3.3,0.13331711604634855,0.4382555114066331,False
microsoft/deberta-v3-small,AVG_SENT_LEN,reviews,llama3.3,-0.6997190503138715,2.044805711453049e-06,True
microsoft/deberta-v3-small,AVG_SENT_LEN,qa,llama3.3,-0.3142756879895639,0.06194106000463471,False
microsoft/deberta-v3-small,AVG_SENT_LEN,abstracts,qwen72b,0.04857856174932267,0.778441258308447,False
microsoft/deberta-v3-small,AVG_SENT_LEN,news,qwen72b,-0.5057981586249256,0.0016495687621663987,True
microsoft/deberta-v3-small,AVG_SENT_LEN,reviews,qwen72b,-0.18541755089067305,0.27895704631635126,False
microsoft/deberta-v3-small,AVG_SENT_LEN,qa,qwen72b,-0.02754756863926346,0.8732889069218005,False
microsoft/deberta-v3-small,AVG_SENT_LEN,abstracts,qwen32b,0.17240338731073088,0.3146714584912763,False
microsoft/deberta-v3-small,AVG_SENT_LEN,news,qwen32b,0.09924873489047033,0.5646818349029876,False
microsoft/deberta-v3-small,AVG_SENT_LEN,reviews,qwen32b,-0.18978990008323982,0.2675746382563857,False
microsoft/deberta-v3-small,AVG_SENT_LEN,qa,qwen32b,0.25242407566031533,0.1374733885235632,False
microsoft/deberta-v3-small,AVG_SENT_LEN,abstracts,qwen14b,0.16273951446471266,0.34296695808199845,False
microsoft/deberta-v3-small,AVG_SENT_LEN,news,qwen14b,-0.07883086231481448,0.6476674152219628,False
microsoft/deberta-v3-small,AVG_SENT_LEN,reviews,qwen14b,-0.458021720347505,0.004968906447728895,True
microsoft/deberta-v3-small,AVG_SENT_LEN,qa,qwen14b,-0.1261051488020712,0.4636429486554776,False
microsoft/deberta-v3-small,AVG_SENT_LEN,abstracts,solar,0.1434394924231527,0.4039474771430058,False
microsoft/deberta-v3-small,AVG_SENT_LEN,news,solar,-0.15796459759317844,0.35750285086501726,False
microsoft/deberta-v3-small,AVG_SENT_LEN,reviews,solar,-0.15821262181013815,0.35673881891133136,False
microsoft/deberta-v3-small,AVG_SENT_LEN,qa,solar,0.2707883154650904,0.11017723385600861,False
microsoft/deberta-v3-small,LONG_SENTS,abstracts,mistral,0.4167905017558952,0.01144731837107111,True
microsoft/deberta-v3-small,LONG_SENTS,news,mistral,-0.10675870743230302,0.5354413546198123,False
microsoft/deberta-v3-small,LONG_SENTS,reviews,mistral,0.36556670707814554,0.0283429012290916,True
microsoft/deberta-v3-small,LONG_SENTS,qa,mistral,0.705262917928796,1.5632462680815219e-06,True
microsoft/deberta-v3-small,LONG_SENTS,abstracts,deepseek,-0.08321485475418003,0.6294460533587963,False
microsoft/deberta-v3-small,LONG_SENTS,news,deepseek,0.3737310192537387,0.024748369939544494,True
microsoft/deberta-v3-small,LONG_SENTS,reviews,deepseek,0.3592967213722739,0.03138595108452511,True
microsoft/deberta-v3-small,LONG_SENTS,qa,deepseek,0.3534485904647596,0.034460604975511455,True
microsoft/deberta-v3-small,LONG_SENTS,abstracts,llama3.3,0.18549398708754447,0.2787554019305742,False
microsoft/deberta-v3-small,LONG_SENTS,news,llama3.3,0.133685876664144,0.43697827945889467,False
microsoft/deberta-v3-small,LONG_SENTS,reviews,llama3.3,-0.6344976261792045,3.24203954190951e-05,True
microsoft/deberta-v3-small,LONG_SENTS,qa,llama3.3,-0.4924040032350151,0.0022833439730146217,True
microsoft/deberta-v3-small,LONG_SENTS,abstracts,qwen72b,-0.018699648096253713,0.9137993269952398,False
microsoft/deberta-v3-small,LONG_SENTS,news,qwen72b,0.009759699720887662,0.954949200061016,False
microsoft/deberta-v3-small,LONG_SENTS,reviews,qwen72b,-0.0464406440077038,0.7879642423923482,False
microsoft/deberta-v3-small,LONG_SENTS,qa,qwen72b,0.0242602385556961,0.8883085489187827,False
microsoft/deberta-v3-small,LONG_SENTS,abstracts,qwen32b,-0.035817032934397044,0.8357097377911799,False
microsoft/deberta-v3-small,LONG_SENTS,news,qwen32b,-0.36513945938305586,0.028542244328612177,True
microsoft/deberta-v3-small,LONG_SENTS,reviews,qwen32b,-0.2146018459864552,0.20879931925945128,False
microsoft/deberta-v3-small,LONG_SENTS,qa,qwen32b,0.3479387211293253,0.03757803213478869,True
microsoft/deberta-v3-small,LONG_SENTS,abstracts,qwen14b,-0.1451755345310442,0.39822197293294,False
microsoft/deberta-v3-small,LONG_SENTS,news,qwen14b,-0.014282278977565583,0.9341111613745889,False
microsoft/deberta-v3-small,LONG_SENTS,reviews,qwen14b,-0.3608389364906195,0.03061371645714047,True
microsoft/deberta-v3-small,LONG_SENTS,qa,qwen14b,-0.2129603592856373,0.21238578196182686,False
microsoft/deberta-v3-small,LONG_SENTS,abstracts,solar,0.229829744381449,0.17751565611539866,False
microsoft/deberta-v3-small,LONG_SENTS,news,solar,0.23144876444236917,0.17439739433044485,False
microsoft/deberta-v3-small,LONG_SENTS,reviews,solar,0.16091368879103626,0.3484819971464793,False
microsoft/deberta-v3-small,LONG_SENTS,qa,solar,0.12302503410776261,0.47471902450080994,False
microsoft/deberta-v3-small,SHORT_SENTS,abstracts,mistral,0.41106671810555495,0.012754503198166093,True
microsoft/deberta-v3-small,SHORT_SENTS,news,mistral,0.3522097557874875,0.035142462407360305,True
microsoft/deberta-v3-small,SHORT_SENTS,reviews,mistral,0.3896342235408028,0.018824682659934262,True
microsoft/deberta-v3-small,SHORT_SENTS,qa,mistral,-0.0047940868616567186,0.9778619530464776,False
microsoft/deberta-v3-small,SHORT_SENTS,abstracts,deepseek,-0.3314979061308008,0.048263882162147054,True
microsoft/deberta-v3-small,SHORT_SENTS,news,deepseek,0.08673927219230995,0.6149513637638581,False
microsoft/deberta-v3-small,SHORT_SENTS,reviews,deepseek,0.343167235347089,0.04045934859192268,True
microsoft/deberta-v3-small,SHORT_SENTS,qa,deepseek,0.5485948323168239,0.0005316993254229114,True
microsoft/deberta-v3-small,SHORT_SENTS,abstracts,llama3.3,0.21165081055408638,0.2152773052156162,False
microsoft/deberta-v3-small,SHORT_SENTS,news,llama3.3,0.05173201296781295,0.7644529387508581,False
microsoft/deberta-v3-small,SHORT_SENTS,reviews,llama3.3,0.7361772872722099,3.10274173898334e-07,True
microsoft/deberta-v3-small,SHORT_SENTS,qa,llama3.3,0.05556319179847946,0.7475569505828018,False
microsoft/deberta-v3-small,SHORT_SENTS,abstracts,qwen72b,-0.06420771532109747,0.7098671161122574,False
microsoft/deberta-v3-small,SHORT_SENTS,news,qwen72b,0.534870119515923,0.0007770607482060689,True
microsoft/deberta-v3-small,SHORT_SENTS,reviews,qwen72b,0.18819310309132947,0.27169564195135304,False
microsoft/deberta-v3-small,SHORT_SENTS,qa,qwen72b,-0.024854242709750552,0.8855915830743223,False
microsoft/deberta-v3-small,SHORT_SENTS,abstracts,qwen32b,-0.20304020312064897,0.23496450542650735,False
microsoft/deberta-v3-small,SHORT_SENTS,news,qwen32b,0.5371375098103502,0.0007306555611972144,True
microsoft/deberta-v3-small,SHORT_SENTS,reviews,qwen32b,0.17854313415307319,0.2974798693176735,False
microsoft/deberta-v3-small,SHORT_SENTS,qa,qwen32b,-0.4146721406530152,0.011917210656487194,True
microsoft/deberta-v3-small,SHORT_SENTS,abstracts,qwen14b,-0.27447382628472455,0.10523056792724182,False
microsoft/deberta-v3-small,SHORT_SENTS,news,qwen14b,0.3050413838812541,0.07044387111279052,False
microsoft/deberta-v3-small,SHORT_SENTS,reviews,qwen14b,0.22509731951303366,0.18685723918055291,False
microsoft/deberta-v3-small,SHORT_SENTS,qa,qwen14b,0.07753861486585542,0.653077757174631,False
microsoft/deberta-v3-small,SHORT_SENTS,abstracts,solar,-0.1474371496895124,0.3908336085133495,False
microsoft/deberta-v3-small,SHORT_SENTS,news,solar,0.18495181138193212,0.28018774904606575,False
microsoft/deberta-v3-small,SHORT_SENTS,reviews,solar,0.11985402913611226,0.4862652653249683,False
microsoft/deberta-v3-small,SHORT_SENTS,qa,solar,-0.5136085373407347,0.0013563295537013086,True
microsoft/deberta-v3-small,SENT_LEN_STD,abstracts,mistral,0.3887853743713848,0.019107742132006892,True
microsoft/deberta-v3-small,SENT_LEN_STD,news,mistral,0.475580416925807,0.0033736753454349446,True
microsoft/deberta-v3-small,SENT_LEN_STD,reviews,mistral,0.2620777615165144,0.12256364350870155,False
microsoft/deberta-v3-small,SENT_LEN_STD,qa,mistral,0.6369467716034025,2.956352825268161e-05,True
microsoft/deberta-v3-small,SENT_LEN_STD,abstracts,deepseek,-0.3402739282444088,0.04229189586524398,True
microsoft/deberta-v3-small,SENT_LEN_STD,news,deepseek,0.5069649773368837,0.0016025011993753627,True
microsoft/deberta-v3-small,SENT_LEN_STD,reviews,deepseek,0.316941024125261,0.059644116224731515,False
microsoft/deberta-v3-small,SENT_LEN_STD,qa,deepseek,0.3473456611355894,0.03792681361979475,True
microsoft/deberta-v3-small,SENT_LEN_STD,abstracts,llama3.3,0.37554036120593454,0.0240050989096652,True
microsoft/deberta-v3-small,SENT_LEN_STD,news,llama3.3,0.04531524074812724,0.79298944014212,False
microsoft/deberta-v3-small,SENT_LEN_STD,reviews,llama3.3,-0.39239716869949803,0.017927476978784104,True
microsoft/deberta-v3-small,SENT_LEN_STD,qa,llama3.3,-0.5399131723477961,0.0006772035321687977,True
microsoft/deberta-v3-small,SENT_LEN_STD,abstracts,qwen72b,-0.06303120938228284,0.7149592348197066,False
microsoft/deberta-v3-small,SENT_LEN_STD,news,qwen72b,0.15355057017250703,0.37126421369333157,False
microsoft/deberta-v3-small,SENT_LEN_STD,reviews,qwen72b,-0.06129472362473432,0.7224971778329906,False
